,Date,Reviews,Ratings,Label
1046,30-Sep-15,"Very good experience, I was not pressured to buy they also gave me a great trade in value compared to other dealers and their car arental nice  and price is not bad ",5,
1047,29-Sep-15,I didn't expect to get into my car as quickly as I did . Taraneka Reasons was very helpful and answered all my questions . She also called after I had the car to make sure I was satisfied . ,5,
1048,29-Sep-15,"Last year was my first introduction to the new line up of newly re-designed Hyundai models. My wife and I purchased a new Santa Fe in 2014 replacing a Mercury Mountaineer. We loved the Santa Fe so much we decided to research the other models to replace a 2010 Ford Fusion. We researched a variety of models similar to the 2015 Sonata we purchased. We looked at the Toyota Camry, Honda Accord, and Ford Fusion. We chose to purchase another Hyundai and to this point are happy that we did, and its only been a week. Thanks James Lee and Capitol Hyundai.  ",5,
1049,29-Sep-15,"Purchasing a new vehicle at Capitol Hyundai was a pleasant and straightforward experience. The staff were honest, courteous, and professional; and there was no sales pressure. I would certainly purchase from them again in the future.",5,
1050,27-Sep-15,i am happy bought a car from Hyundai dealership and they sales person Mr Ryan peak and Mr reza finance manager and service department were awesome.,5,
1051,27-Sep-15,The dealership had quite a few vehicles with various configuration. I was able to test drive the vehicle with the option I desired.  The honest pricing options helped us to make our decision to buy that specific car. The staff really cares about customer service as the primary goal.,5,
1052,25-Sep-15,"First ever car and got exactly what I wanted and had such a great experience. Cassie is very nice and very helpful and was able to find a car perfect for all my needs. Everyone in the Capital Hyundai dealership is really great...they treat you like family! Pricing was great, payments worked out great...I LOVE my car! They even follow up to make sure everything is ok - not pushy. You need to buy your next car here!",5,
1053,24-Sep-15,"Kenneth at Capitol Hyundai was great. I have purchased cars before at Ford, Toyota, & Mazda and this was the best experience I have had. Kenneth was down to earth and fun to shop with. He showed us various cars and made sure that the features we were looking for were included in our car choice. Once we settled on a car he did not push any services or was aggressive. We worked out the services we did want and remove the ones that we did not. Overall it was a great experience and we were able to come to a price that worked with our budget. The finance person we sat down with was amazing as well. He worked with us to make sure we understood everything we were signing and made the process comfortable. I will definitely bring our car to be services here and have already told people at work about the great service we got at the dealership. My wife and I were prepared for a pushy salesperson, but what we got was the complete opposite. I can't thank Kenneth enough for our awesome new car that the whole family loves to drive!",5,
1056,23-Sep-15,Elwira went above and beyond to be sure I got the type of car I came in to buy! She made the buying experince smooth and her customer service was awesome!  On the financing side Ann also demonstrated excellent customer service and answered all of my questions thoroughly.,5,
1057,22-Sep-15,Casey was very courteous and spent time in the back searching for my specific color and trim. He was very flexible with the price match policy and didn't push add-ons that I did not need. He helped sync my phone with the car and went over all the features and menus in the car. He hand-dried and polished my car before I drove off the lot.,5,
1059,22-Sep-15,Capitol Hyundai provided me with a great cat buying experience.  They went out of their way to get me the Santa Fe that I wanted.  I would definitely recommend them to anyone looking to buy a Hyundai.  Thank you again for helping me find my car,5,
1060,21-Sep-15,Thanks guys for the best service I thought it was gonna be hard at first and I didn't think I was gonna drive my new car home the same day. I will return for another car sometime in the future.,5,
1062,18-Sep-15,Sales and finance was knowledgable and not pushy. Everyone was sincere and friendly. Best car buying experience I've had. I highly recommend this dealership to anyone looking for a hassle-free experience.,5,
1063,17-Sep-15,"The customer service provided by Steven and Simon was so  well received by us, that we returned to purchase a second vehicle in a matter of weeks.
Keep up the good work guys, who knows we might be back for another one before you know it.",5,
1064,17-Sep-15,A very pleasant way to buy a car. Elwira matched another dealer's offer with no hesitation. Ryan was helpful and patient in answering our questions and explaining the options without the usual pressure. They both made us feel like VIPs.,5,
1065,17-Sep-15,"Our sales man was really kind and helpful in me choosing the right vehicle for me.  He worked hard to sell me the vehicle I wanted at a price I could afford.  And the gentlemen we saw last was wonderful also.  Customer service in America is getting bad but at Capitol Hyundai is wonderful, the customer is treated with respect and they make you feel special. Thank You Capitol Hyundai I plan to be a customer for life.  God bless you and keep up the good work. ",5,
